link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF,AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,MD_Volume,MD_speed_BPR,MD_speed_QVDF,MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,PM_Volume,PM_speed_BPR,PM_speed_QVDF,PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
201497BA,,-1,,,202517,202518,"LINESTRING (-112.357883 33.663250, -112.364016 33.667179)",,3,2,0,0.445600,39.000000,625.000000,45.000000,33.150002,5.653757,38.999949, 38.999609,7.749991,7.750009, 0.000019,1.003731,0.001606,33.150002, 5.653757,38.999949, 38.999609,7.749991,7.750009, 0.000019,1.003731,0.001606,33.150002, 5.653757,38.999949, 38.999609,7.749991,7.750009, 0.000019,1.003731,0.001606,33.150002, 39.000,38.512,39.000,39.000,39.000,38.999,38.512,38.999,39.000,38.866,38.574,38.196,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,33.149,38.999,38.999,38.999,38.999,39.000,39.000,39.000,39.000,39.000,39.000,38.927,38.854,38.781,38.708,38.635,38.562,38.489,32.596,38.558,38.705,38.853,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.983,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201498AB,,-1,,,202784,202522,"LINESTRING (-112.333186 33.666602, -112.339014 33.650216)",,4,3,0,1.246700,40.000000,500.000000,45.000000,34.000000,2.962287,39.999975, 39.999804,7.749995,7.750005, 0.000009,0.525905,0.001052,34.000000, 2.962287,39.999975, 39.999804,7.749995,7.750005, 0.000009,0.525905,0.001052,34.000000, 2.962287,39.999975, 39.999804,7.749995,7.750005, 0.000009,0.525905,0.001052,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.328,38.095,38.105,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.634,39.267,38.901,38.535,38.169,37.802,37.436,31.338,37.700,38.467,39.233,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.922,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201498BA,,-1,,,202522,202784,"LINESTRING (-112.335994 33.649142, -112.330166 33.665528)",,4,3,0,1.246700,40.000000,500.000000,45.000000,34.000000,1.865988,39.999988, 39.999910,7.749998,7.750002, 0.000004,0.331275,0.000663,34.000000, 1.865988,39.999988, 39.999910,7.749998,7.750002, 0.000004,0.331275,0.000663,34.000000, 1.865988,39.999988, 39.999910,7.749998,7.750002, 0.000004,0.331275,0.000663,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.167,37.494,37.612,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.546,39.091,38.637,38.182,37.728,37.273,36.819,30.740,37.110,38.074,39.037,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.904,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201499AB,,-1,,,202524,202517,"LINESTRING (-112.364849 33.657281, -112.358070 33.660448)",,4,2,0,0.481370,40.000000,450.000000,45.000000,34.000000,0.000000,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,34.000000, 0.000000,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,34.000000, 0.000000,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,34.000000, 40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.988,39.962,39.472,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,-nan(ind),40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,-nan(ind),40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.994,39.987,39.981,39.974,39.968,39.961,39.955,33.950,39.961,39.974,39.987,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201499BA,,-1,,,202517,202524,"LINESTRING (-112.359426 33.663352, -112.366205 33.660185)",,4,2,0,0.481370,40.000000,450.000000,45.000000,34.000000,0.303901,40.000000, 39.999998,7.750000,7.750000, 0.000000,0.035968,0.000080,34.000000, 0.303901,40.000000, 39.999998,7.750000,7.750000, 0.000000,0.035968,0.000080,34.000000, 0.303901,40.000000, 39.999998,7.750000,7.750000, 0.000000,0.035968,0.000080,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.939,39.806,39.356,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.967,39.933,39.900,39.867,39.834,39.800,39.767,33.746,39.800,39.866,39.933,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.993,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201500AB,US-60-EASTBOUND,12,115-04403,,202516,202525,"LINESTRING (-112.371093 33.652934, -112.360632 33.644645)",,2,3,0,0.830620,39.000000,900.000000,45.000000,33.150002,85.672558,38.998622, 38.987116,7.749701,7.750299, 0.000598,11.283447,0.012537,33.150002, 85.672558,38.998622, 38.987116,7.749701,7.750299, 0.000598,11.283447,0.012537,33.150002, 85.672558,38.998622, 38.987116,7.749701,7.750299, 0.000598,11.283447,0.012537,33.150002, 38.997,38.502,38.994,38.996,38.988,38.980,38.487,38.982,38.994,38.554,37.580,37.453,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,38.998,38.996,38.994,38.993,38.991,38.989,33.138,38.990,38.992,38.995,38.997,39.000,38.998,38.996,38.994,38.992,38.990,38.988,38.986,38.984,38.982,38.980,38.977,38.975,38.973,33.136,38.974,38.977,38.980,38.983,38.986,38.989,38.991,38.994,38.997,39.000,38.757,38.513,38.270,38.026,37.783,37.539,37.296,31.403,37.504,38.003,38.501,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.947,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201500BA,US-60-WESTBOUND,5,115+04405,,202525,202516,"LINESTRING (-112.358642 33.647157, -112.369103 33.655446)",,2,3,0,0.830620,39.000000,900.000000,45.000000,33.150002,75.329564,38.998892, 38.993693,7.749854,7.750146, 0.000292,7.402184,0.008225,33.150002, 75.329564,38.998892, 38.993693,7.749854,7.750146, 0.000292,7.402184,0.008225,33.150002, 75.329564,38.998892, 38.993693,7.749854,7.750146, 0.000292,7.402184,0.008225,33.150002, 38.998,38.507,38.997,38.998,38.994,38.990,38.500,38.991,38.997,38.697,38.034,37.796,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,38.999,38.998,38.997,38.996,38.995,38.995,33.144,38.995,38.996,38.997,38.999,39.000,38.999,38.998,38.997,38.996,38.995,38.994,38.993,38.992,38.991,38.990,38.989,38.988,38.987,33.137,38.987,38.989,38.990,38.991,38.993,38.994,38.996,38.997,38.999,39.000,38.834,38.669,38.503,38.338,38.172,38.007,37.841,31.951,37.991,38.327,38.664,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.964,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201501AB,,-1,,,202515,202514,"LINESTRING (-112.377676 33.654498, -112.389485 33.648303)",,3,3,0,0.818670,39.000000,700.000000,45.000000,33.150002,1.166494,38.999999, 38.999989,7.750000,7.750000, 0.000001,0.138061,0.000197,33.150002, 1.166494,38.999999, 38.999989,7.750000,7.750000, 0.000001,0.138061,0.000197,33.150002, 1.166494,38.999999, 38.999989,7.750000,7.750000, 0.000001,0.138061,0.000197,33.150002, 39.000,38.512,39.000,39.000,39.000,39.000,38.512,39.000,39.000,38.775,38.285,37.980,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.877,38.755,38.632,38.510,38.387,38.265,38.142,32.228,38.254,38.502,38.751,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.972,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201501BA,,-1,,,202514,202515,"LINESTRING (-112.387995 33.645465, -112.376186 33.651660)",,3,3,0,0.818670,39.000000,700.000000,45.000000,33.150002,1.151936,38.999999, 38.999989,7.750000,7.750000, 0.000001,0.136338,0.000195,33.150002, 1.151936,38.999999, 38.999989,7.750000,7.750000, 0.000001,0.136338,0.000195,33.150002, 1.151936,38.999999, 38.999989,7.750000,7.750000, 0.000001,0.136338,0.000195,33.150002, 39.000,38.512,39.000,39.000,39.000,39.000,38.512,39.000,39.000,38.855,38.539,38.170,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.921,38.842,38.763,38.684,38.605,38.526,38.447,32.552,38.522,38.681,38.841,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.982,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201502AB,,-1,,,202513,202512,"LINESTRING (-112.368071 33.637025, -112.359395 33.637043)",,2,3,0,0.500150,39.000000,900.000000,45.000000,33.150002,8.205082,38.999974, 38.999796,7.749995,7.750005, 0.000010,0.985868,0.001095,33.150002, 8.205082,38.999974, 38.999796,7.749995,7.750005, 0.000010,0.985868,0.001095,33.150002, 8.205082,38.999974, 38.999796,7.749995,7.750005, 0.000010,0.985868,0.001095,33.150002, 39.000,38.512,39.000,39.000,39.000,39.000,38.512,39.000,39.000,38.789,38.330,38.013,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,33.149,38.999,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.885,38.770,38.655,38.540,38.425,38.311,38.196,32.286,38.300,38.533,38.767,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.974,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201502BA,,-1,,,202512,202513,"LINESTRING (-112.359401 33.640249, -112.368077 33.640231)",,2,3,0,0.500150,39.000000,900.000000,45.000000,33.150002,8.398889,38.999973, 38.999788,7.749995,7.750005, 0.000010,1.009155,0.001121,33.150002, 8.398889,38.999973, 38.999788,7.749995,7.750005, 0.000010,1.009155,0.001121,33.150002, 8.398889,38.999973, 38.999788,7.749995,7.750005, 0.000010,1.009155,0.001121,33.150002, 39.000,38.512,39.000,39.000,39.000,39.000,38.512,39.000,39.000,38.690,38.015,37.774,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,33.149,38.999,38.999,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.831,38.662,38.493,38.325,38.156,37.987,37.818,31.891,37.964,38.309,38.655,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.962,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201504AB,,-1,,,626,202514,"LINESTRING (-112.375792 33.645052, -112.388323 33.648432)",,9,3,0,0.758960,20.000000,99999.000000,45.000000,17.000000,0.239740,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.009458,0.000000,17.000000, 0.239740,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.009458,0.000000,17.000000, 0.239740,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.009458,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.995,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.995,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201504BA,,-1,,,202514,626,"LINESTRING (-112.389157 33.645336, -112.376626 33.641956)",,9,3,0,0.758960,20.000000,99999.000000,45.000000,17.000000,0.263374,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.010391,0.000000,17.000000, 0.263374,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.010391,0.000000,17.000000, 0.263374,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.010391,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.998,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.999,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201505AB,,-1,,,637,202511,"LINESTRING (-112.383725 33.631279, -112.383739 33.638723)",,9,3,0,0.513040,20.000000,99999.000000,45.000000,17.000000,0.003529,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000139,0.000000,17.000000, 0.003529,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000139,0.000000,17.000000, 0.003529,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000139,0.000000,17.000000, 20.000,18.940,20.000,20.000,20.000,20.000,19.560,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,7.283,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,14.721,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.866,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201505BA,,-1,,,202511,637,"LINESTRING (-112.386945 33.638717, -112.386931 33.631273)",,9,3,0,0.513040,20.000000,99999.000000,45.000000,17.000000,0.020353,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000803,0.000000,17.000000, 0.020353,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000803,0.000000,17.000000, 0.020353,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000803,0.000000,17.000000, 20.000,19.749,20.000,20.000,20.000,20.000,19.767,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.991,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.199,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201507AB,,-1,,,2197,202513,"LINESTRING (-112.366398 33.631042, -112.366471 33.638643)",,9,3,0,0.523880,20.000000,99999.000000,45.000000,17.000000,0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
